Tm,W,L,W-L%,GB,RS,RA,pythW-L%,dt
STL,50,50,0.5,12.5,403,438,0.462,2021-07-25
CHC,49,51,0.49,13.5,421,442,0.478,2021-07-25
ATL,48,51,0.485,14.0,473,437,0.536,2021-07-25
WSN,45,53,0.459,16.5,425,451,0.473,2021-07-25
COL,43,56,0.434,19.0,423,481,0.441,2021-07-25
MIA,43,58,0.426,20.0,396,396,0.5,2021-07-25
PIT,38,61,0.384,24.0,367,489,0.372,2021-07-25
ARI,31,70,0.307,32.0,422,572,0.364,2021-07-25
HOU,61,39,0.61,--,535,391,0.64,2021-07-25
BOS,61,39,0.61,--,509,441,0.565,2021-07-25
TBR,60,40,0.6,1.0,494,402,0.593,2021-07-25
CHW,59,40,0.596,1.5,494,379,0.619,2021-07-25
OAK,56,45,0.554,5.5,441,402,0.542,2021-07-25
SEA,54,46,0.54,7.0,411,463,0.446,2021-07-25
NYY,51,47,0.52,9.0,408,403,0.506,2021-07-25
TOR,49,46,0.516,9.5,491,405,0.587,2021-07-25
CLE,49,48,0.505,10.5,415,446,0.467,2021-07-25
LAA,49,49,0.5,11.0,469,498,0.473,2021-07-25
DET,47,54,0.465,14.5,432,489,0.444,2021-07-25
KCR,42,55,0.433,17.5,408,495,0.412,2021-07-25
MIN,42,58,0.42,19.0,453,524,0.434,2021-07-25
TEX,35,65,0.35,26.0,384,496,0.385,2021-07-25
BAL,34,64,0.347,26.0,408,538,0.376,2021-07-25
SFG,62,37,0.626,--,484,364,0.627,2021-07-26
LAD,61,40,0.604,2.0,525,379,0.645,2021-07-26
MIL,58,42,0.58,4.5,439,374,0.573,2021-07-26
SDP,59,44,0.573,5.0,492,398,0.596,2021-07-26
NYM,54,45,0.545,8.0,385,373,0.514,2021-07-26
CIN,51,49,0.51,11.5,482,502,0.481,2021-07-26
PHI,50,49,0.505,12.0,445,467,0.478,2021-07-26
STL,50,50,0.5,12.5,403,438,0.462,2021-07-26
CHC,50,51,0.495,13.0,427,447,0.479,2021-07-26
ATL,49,52,0.485,14.0,475,438,0.537,2021-07-26
WSN,45,54,0.455,17.0,430,457,0.472,2021-07-26
COL,43,57,0.43,19.5,425,487,0.438,2021-07-26
MIA,43,58,0.426,20.0,396,396,0.5,2021-07-26
PIT,38,61,0.384,24.0,367,489,0.372,2021-07-26
ARI,31,70,0.307,32.0,422,572,0.364,2021-07-26
BOS,62,39,0.614,--,514,445,0.566,2021-07-26
HOU,61,40,0.604,1.0,543,402,0.634,2021-07-26
TBR,60,40,0.6,1.5,494,402,0.593,2021-07-26
CHW,59,41,0.59,2.5,497,383,0.617,2021-07-26
OAK,56,45,0.554,6.0,441,402,0.542,2021-07-26
SEA,55,46,0.545,7.0,422,471,0.45,2021-07-26
NYY,51,47,0.52,9.5,408,403,0.506,2021-07-26
TOR,49,47,0.51,10.5,495,410,0.585,2021-07-26
CLE,49,48,0.505,11.0,415,446,0.467,2021-07-26
LAA,50,49,0.505,11.0,475,500,0.477,2021-07-26
DET,47,55,0.461,15.5,437,495,0.443,2021-07-26
KCR,43,55,0.439,17.5,412,498,0.414,2021-07-26
MIN,43,58,0.426,19.0,459,529,0.435,2021-07-26
TEX,35,65,0.35,26.5,384,496,0.385,2021-07-26
BAL,34,64,0.347,26.5,408,538,0.376,2021-07-26
SFG,63,37,0.63,--,486,365,0.628,2021-07-27
LAD,61,41,0.598,3.0,526,381,0.643,2021-07-27
MIL,59,42,0.584,4.5,448,374,0.582,2021-07-27
SDP,60,44,0.577,5.0,499,402,0.598,2021-07-27
NYM,54,46,0.54,9.0,390,385,0.506,2021-07-27
CIN,52,49,0.515,11.5,489,506,0.484,2021-07-27
STL,51,50,0.505,12.5,407,440,0.464,2021-07-27
PHI,50,50,0.5,13.0,449,473,0.476,2021-07-27
CHC,50,52,0.49,14.0,431,454,0.476,2021-07-27
ATL,50,52,0.49,14.0,487,443,0.543,2021-07-27
WSN,46,54,0.46,17.0,436,461,0.475,2021-07-27
COL,44,57,0.436,19.5,437,490,0.448,2021-07-27
MIA,44,58,0.431,20.0,403,399,0.505,2021-07-27
PIT,38,62,0.38,25.0,367,498,0.364,2021-07-27
ARI,31,71,0.304,33.0,426,577,0.365,2021-07-27
BOS,62,39,0.614,--,514,445,0.566,2021-07-27
HOU,62,40,0.608,0.5,551,408,0.634,2021-07-27
CHW,60,41,0.594,2.0,502,386,0.618,2021-07-27
TBR,60,41,0.594,2.0,497,406,0.591,2021-07-27
OAK,56,46,0.549,6.5,445,409,0.539,2021-07-27
SEA,55,47,0.539,7.5,428,479,0.449,2021-07-27
NYY,52,47,0.525,9.0,412,406,0.507,2021-07-27
TOR,49,47,0.51,10.5,495,410,0.585,2021-07-27
CLE,49,49,0.5,11.5,417,450,0.465,2021-07-27
LAA,50,50,0.5,11.5,478,512,0.469,2021-07-27
DET,48,55,0.466,15.0,443,500,0.445,2021-07-27
KCR,43,56,0.434,18.0,415,503,0.413,2021-07-27
MIN,43,59,0.422,19.5,464,535,0.435,2021-07-27
TEX,36,65,0.356,26.0,389,500,0.387,2021-07-27
BAL,34,65,0.343,27.0,411,545,0.374,2021-07-27
SFG,63,38,0.624,--,486,373,0.619,2021-07-28
LAD,62,41,0.602,2.0,534,381,0.65,2021-07-28
MIL,60,42,0.588,3.5,455,377,0.585,2021-07-28
SDP,60,45,0.571,5.0,503,412,0.59,2021-07-28
NYM,55,46,0.545,8.0,392,386,0.507,2021-07-28
CIN,53,49,0.52,10.5,497,508,0.49,2021-07-28
PHI,50,50,0.5,12.5,449,473,0.476,2021-07-28
STL,51,51,0.5,12.5,409,447,0.459,2021-07-28
CHC,50,53,0.485,14.0,433,462,0.47,2021-07-28
ATL,50,53,0.485,14.0,488,445,0.542,2021-07-28
WSN,46,54,0.46,16.5,436,461,0.475,2021-07-28
COL,44,58,0.431,19.5,444,498,0.448,2021-07-28
MIA,44,59,0.427,20.0,410,407,0.503,2021-07-28
PIT,38,63,0.376,25.0,370,505,0.361,2021-07-28
ARI,32,71,0.311,32.0,429,579,0.366,2021-07-28
HOU,63,40,0.612,--,562,412,0.638,2021-07-28
BOS,63,40,0.612,--,519,450,0.565,2021-07-28
CHW,60,42,0.588,2.5,504,389,0.616,2021-07-28
TBR,60,42,0.588,2.5,498,409,0.589,2021-07-28
OAK,57,46,0.553,6.0,455,413,0.544,2021-07-28
SEA,55,48,0.534,8.0,432,490,0.443,2021-07-28
NYY,53,47,0.53,8.5,415,407,0.509,2021-07-28
TOR,50,48,0.51,10.5,500,415,0.584,2021-07-28
CLE,50,49,0.505,11.0,424,452,0.471,2021-07-28
LAA,51,50,0.505,11.0,486,519,0.47,2021-07-28
DET,49,55,0.471,14.5,460,514,0.449,2021-07-28
KCR,44,56,0.44,17.5,418,505,0.414,2021-07-28
MIN,43,60,0.417,20.0,478,552,0.435,2021-07-28
TEX,36,66,0.353,26.5,391,503,0.387,2021-07-28
BAL,35,65,0.35,26.5,419,552,0.376,2021-07-28
SFG,64,38,0.627,--,491,373,0.623,2021-07-29
LAD,62,42,0.596,3.0,534,386,0.644,2021-07-29
MIL,61,42,0.592,3.5,467,377,0.597,2021-07-29
SDP,61,45,0.575,5.0,506,412,0.593,2021-07-29
NYM,55,47,0.539,9.0,395,392,0.503,2021-07-29
CIN,54,49,0.524,10.5,504,512,0.493,2021-07-29
PHI,51,51,0.5,13.0,461,484,0.478,2021-07-29
STL,51,51,0.5,13.0,409,447,0.459,2021-07-29
ATL,51,53,0.49,14.0,494,448,0.545,2021-07-29
CHC,50,54,0.481,15.0,437,469,0.468,2021-07-29
WSN,47,55,0.461,17.0,447,473,0.474,2021-07-29
MIA,44,59,0.427,20.5,410,407,0.503,2021-07-29
COL,44,59,0.427,20.5,444,501,0.445,2021-07-29
PIT,38,64,0.373,26.0,370,517,0.352,2021-07-29
ARI,32,71,0.311,32.5,429,579,0.366,2021-07-29
HOU,63,40,0.612,--,562,412,0.638,2021-07-29
BOS,63,41,0.606,0.5,520,463,0.553,2021-07-29
TBR,61,42,0.592,2.0,512,409,0.601,2021-07-29
CHW,60,43,0.583,3.0,504,394,0.611,2021-07-29
OAK,58,46,0.558,5.5,459,413,0.548,2021-07-29
SEA,55,48,0.534,8.0,432,490,0.443,2021-07-29
NYY,53,48,0.525,9.0,415,421,0.493,2021-07-29
TOR,51,48,0.515,10.0,513,416,0.595,2021-07-29
CLE,50,49,0.505,11.0,424,452,0.471,2021-07-29
LAA,51,51,0.5,11.5,486,523,0.466,2021-07-29
DET,50,55,0.476,14.0,466,516,0.454,2021-07-29
KCR,45,56,0.446,17.0,423,505,0.42,2021-07-29
MIN,43,60,0.417,20.0,478,552,0.435,2021-07-29
TEX,36,66,0.353,26.5,391,503,0.387,2021-07-29
BAL,35,66,0.347,27.0,421,558,0.374,2021-07-29
SFG,64,39,0.621,--,497,382,0.618,2021-07-30
MIL,62,42,0.596,2.5,476,382,0.599,2021-07-30
LAD,62,43,0.59,3.0,539,392,0.642,2021-07-30
SDP,61,46,0.57,5.0,510,421,0.587,2021-07-30
NYM,55,48,0.534,9.0,397,398,0.499,2021-07-30
CIN,55,49,0.529,9.5,510,514,0.496,2021-07-30
STL,52,51,0.505,12.0,414,448,0.464,2021-07-30
PHI,51,52,0.495,13.0,461,491,0.471,2021-07-30
ATL,51,54,0.486,14.0,499,457,0.54,2021-07-30
CHC,50,55,0.476,15.0,440,473,0.467,2021-07-30
WSN,48,55,0.466,16.0,451,476,0.475,2021-07-30
COL,45,59,0.433,19.5,453,505,0.45,2021-07-30
MIA,44,60,0.423,20.5,411,410,0.501,2021-07-30
PIT,39,64,0.379,25.0,377,517,0.359,2021-07-30
ARI,33,71,0.317,31.5,435,584,0.368,2021-07-30
HOU,64,40,0.615,--,571,418,0.639,2021-07-30
BOS,63,42,0.6,1.5,523,470,0.549,2021-07-30
TBR,62,42,0.596,2.0,519,412,0.604,2021-07-30
CHW,61,43,0.587,3.0,510,398,0.612,2021-07-30
OAK,59,46,0.562,5.5,461,413,0.55,2021-07-30
SEA,56,48,0.538,8.0,441,495,0.447,2021-07-30
NYY,54,48,0.529,9.0,418,422,0.496,2021-07-30
TOR,52,48,0.52,10.0,519,420,0.596,2021-07-30
CLE,50,50,0.5,12.0,428,458,0.469,2021-07-30
LAA,51,52,0.495,12.5,486,525,0.465,2021-07-30
DET,50,56,0.472,15.0,469,520,0.453,2021-07-30
KCR,45,57,0.441,18.0,427,511,0.419,2021-07-30
MIN,43,61,0.413,21.0,479,557,0.431,2021-07-30
BAL,36,66,0.353,27.0,425,561,0.376,2021-07-30
TEX,36,67,0.35,27.5,396,512,0.385,2021-07-30
SFG,65,39,0.625,--,505,388,0.618,2021-07-31
LAD,63,43,0.594,3.0,547,395,0.645,2021-07-31
MIL,62,43,0.59,3.5,477,390,0.591,2021-07-31
SDP,61,47,0.565,6.0,513,426,0.584,2021-07-31
NYM,56,48,0.538,9.0,402,402,0.5,2021-07-31
CIN,55,50,0.524,10.5,514,519,0.496,2021-07-31
STL,52,52,0.5,13.0,415,456,0.457,2021-07-31
PHI,51,53,0.49,14.0,463,494,0.47,2021-07-31
ATL,52,54,0.491,14.0,507,458,0.546,2021-07-31
CHC,51,55,0.481,15.0,446,476,0.47,2021-07-31
WSN,48,56,0.462,17.0,454,482,0.473,2021-07-31
COL,46,59,0.438,19.5,458,508,0.453,2021-07-31
MIA,44,61,0.419,21.5,413,414,0.499,2021-07-31
PIT,40,64,0.385,25.0,380,519,0.361,2021-07-31
ARI,33,72,0.314,32.5,438,592,0.366,2021-07-31
HOU,64,41,0.61,--,577,426,0.635,2021-07-31
TBR,63,42,0.6,1.0,528,417,0.606,2021-07-31
BOS,63,43,0.594,1.5,528,479,0.544,2021-07-31
CHW,61,44,0.581,3.0,521,410,0.608,2021-07-31
OAK,59,47,0.557,5.5,461,414,0.549,2021-07-31
NYY,55,48,0.534,8.0,422,424,0.498,2021-07-31
SEA,56,49,0.533,8.0,445,500,0.447,2021-07-31
TOR,53,48,0.525,9.0,523,420,0.599,2021-07-31
CLE,51,50,0.505,11.0,440,469,0.471,2021-07-31
LAA,52,52,0.5,11.5,487,525,0.466,2021-07-31
DET,50,57,0.467,15.0,471,525,0.451,2021-07-31
KCR,45,58,0.437,18.0,427,515,0.415,2021-07-31
MIN,44,61,0.419,20.0,487,558,0.438,2021-07-31
BAL,37,66,0.359,26.0,430,563,0.379,2021-07-31
TEX,37,67,0.356,26.5,401,516,0.387,2021-07-31
SFG,66,39,0.629,--,510,391,0.619,2021-08-01
LAD,64,43,0.598,3.0,560,395,0.654,2021-08-01
MIL,63,43,0.594,3.5,479,391,0.592,2021-08-01
SDP,62,47,0.569,6.0,521,427,0.59,2021-08-01
NYM,56,49,0.533,10.0,403,409,0.493,2021-08-01
CIN,56,50,0.528,10.5,521,520,0.501,2021-08-01
STL,53,52,0.505,13.0,422,459,0.462,2021-08-01
PHI,52,53,0.495,14.0,478,498,0.481,2021-08-01
ATL,52,55,0.486,15.0,508,460,0.545,2021-08-01
CHC,51,56,0.477,16.0,451,482,0.47,2021-08-01
WSN,49,56,0.467,17.0,460,487,0.474,2021-08-01
COL,46,60,0.434,20.5,459,516,0.447,2021-08-01
MIA,44,62,0.415,22.5,414,417,0.497,2021-08-01
PIT,40,65,0.381,26.0,384,534,0.354,2021-08-01
ARI,33,73,0.311,33.5,438,605,0.356,2021-08-01
HOU,64,42,0.604,--,580,431,0.633,2021-08-01
TBR,64,42,0.604,--,531,419,0.607,2021-08-01
BOS,63,44,0.589,1.5,530,482,0.543,2021-08-01
CHW,62,44,0.585,2.0,523,411,0.608,2021-08-01
OAK,60,47,0.561,4.5,469,417,0.554,2021-08-01
NYY,56,48,0.538,7.0,425,425,0.5,2021-08-01
SEA,56,50,0.528,8.0,448,504,0.446,2021-08-01
TOR,54,48,0.529,8.0,528,421,0.602,2021-08-01
CLE,51,51,0.5,11.0,441,471,0.47,2021-08-01
LAA,52,53,0.495,11.5,490,533,0.462,2021-08-01
DET,51,57,0.472,14.0,477,527,0.455,2021-08-01
KCR,45,59,0.433,18.0,428,520,0.412,2021-08-01
MIN,44,62,0.415,20.0,490,565,0.435,2021-08-01
TEX,38,67,0.362,25.5,405,519,0.388,2021-08-01
BAL,37,67,0.356,26.0,432,569,0.377,2021-08-01
SFG,67,39,0.632,--,521,399,0.62,2021-08-02
MIL,64,43,0.598,3.5,485,393,0.595,2021-08-02
LAD,64,43,0.598,3.5,560,395,0.654,2021-08-02
SDP,62,47,0.569,6.5,521,427,0.59,2021-08-02
CIN,56,50,0.528,11.0,521,520,0.501,2021-08-02
NYM,56,50,0.528,11.0,406,415,0.49,2021-08-02
STL,53,52,0.505,13.5,422,459,0.462,2021-08-02
PHI,53,53,0.5,14.0,485,503,0.483,2021-08-02
ATL,52,55,0.486,15.5,508,460,0.545,2021-08-02
CHC,51,56,0.477,16.5,451,482,0.47,2021-08-02
WSN,49,57,0.462,18.0,465,494,0.472,2021-08-02
COL,46,60,0.434,21.0,459,516,0.447,2021-08-02
MIA,45,62,0.421,22.5,420,420,0.5,2021-08-02
PIT,40,66,0.377,27.0,386,540,0.351,2021-08-02
ARI,33,74,0.308,34.5,446,616,0.356,2021-08-02
HOU,64,42,0.604,--,580,431,0.633,2021-08-02
TBR,64,43,0.598,0.5,533,427,0.6,2021-08-02
BOS,63,44,0.589,1.5,530,482,0.543,2021-08-02
CHW,62,44,0.585,2.0,523,411,0.608,2021-08-02
OAK,60,47,0.561,4.5,469,417,0.554,2021-08-02
NYY,56,49,0.533,7.5,426,432,0.494,2021-08-02
SEA,57,50,0.533,7.5,456,506,0.453,2021-08-02
TOR,54,49,0.524,8.5,530,426,0.599,2021-08-02
CLE,52,51,0.505,10.5,446,473,0.473,2021-08-02
LAA,52,54,0.491,12.0,491,537,0.459,2021-08-02
DET,51,57,0.472,14.0,477,527,0.455,2021-08-02
KCR,45,59,0.433,18.0,428,520,0.412,2021-08-02
MIN,44,62,0.415,20.0,490,565,0.435,2021-08-02
TEX,39,67,0.368,25.0,409,520,0.392,2021-08-02
BAL,38,67,0.362,25.5,439,570,0.383,2021-08-02
SFG,67,40,0.626,--,522,402,0.617,2021-08-03
MIL,64,44,0.593,3.5,490,401,0.591,2021-08-03
LAD,64,44,0.593,3.5,560,398,0.651,2021-08-03
SDP,63,47,0.573,5.5,529,428,0.596,2021-08-03
CIN,56,51,0.523,11.0,526,527,0.499,2021-08-03
NYM,56,51,0.523,11.0,410,420,0.489,2021-08-03
PHI,54,53,0.505,13.0,490,507,0.484,2021-08-03
STL,53,53,0.5,13.5,423,465,0.457,2021-08-03
ATL,53,55,0.491,14.5,514,461,0.55,2021-08-03
CHC,51,57,0.472,16.5,457,495,0.464,2021-08-03
WSN,49,58,0.458,18.0,469,499,0.472,2021-08-03
COL,47,60,0.439,20.0,472,522,0.454,2021-08-03
MIA,46,62,0.426,21.5,425,424,0.501,2021-08-03
PIT,41,66,0.383,26.0,394,545,0.356,2021-08-03
ARI,34,74,0.315,33.5,449,617,0.359,2021-08-03
HOU,65,42,0.607,--,583,431,0.635,2021-08-03
TBR,64,44,0.593,1.5,535,431,0.598,2021-08-03
CHW,63,44,0.589,2.0,530,412,0.613,2021-08-03
BOS,63,45,0.583,2.5,532,486,0.541,2021-08-03
OAK,60,48,0.556,5.5,470,425,0.546,2021-08-03
NYY,57,49,0.538,7.5,439,433,0.506,2021-08-03
SEA,58,50,0.537,7.5,460,508,0.455,2021-08-03
TOR,55,49,0.529,8.5,537,428,0.602,2021-08-03
CLE,52,52,0.5,11.5,448,480,0.468,2021-08-03
LAA,53,54,0.495,12.0,502,540,0.467,2021-08-03
DET,52,57,0.477,14.0,481,529,0.457,2021-08-03
KCR,45,60,0.429,19.0,429,527,0.407,2021-08-03
MIN,45,62,0.421,20.0,497,570,0.438,2021-08-03
TEX,39,68,0.364,26.0,412,531,0.386,2021-08-03
BAL,38,68,0.358,26.5,440,583,0.374,2021-08-03
SFG,68,40,0.63,--,529,403,0.622,2021-08-04
MIL,65,44,0.596,3.5,494,403,0.592,2021-08-04
LAD,65,44,0.596,3.5,567,403,0.651,2021-08-04
SDP,63,48,0.568,6.5,533,433,0.594,2021-08-04
CIN,57,51,0.528,11.0,532,532,0.5,2021-08-04
NYM,57,51,0.528,11.0,415,423,0.491,2021-08-04
PHI,55,53,0.509,13.0,499,512,0.488,2021-08-04
STL,53,54,0.495,14.5,427,472,0.454,2021-08-04
ATL,54,55,0.495,14.5,521,465,0.552,2021-08-04
CHC,52,57,0.477,16.5,460,497,0.465,2021-08-04
WSN,49,59,0.454,19.0,474,508,0.468,2021-08-04
COL,47,61,0.435,21.0,474,525,0.453,2021-08-04
MIA,46,63,0.422,22.5,428,429,0.499,2021-08-04
PIT,41,67,0.38,27.0,396,549,0.355,2021-08-04
ARI,34,75,0.312,34.5,450,624,0.355,2021-08-04
HOU,65,43,0.602,--,588,438,0.632,2021-08-04
TBR,65,44,0.596,0.5,539,434,0.598,2021-08-04
BOS,64,45,0.587,1.5,536,487,0.544,2021-08-04
CHW,63,45,0.583,2.0,531,421,0.605,2021-08-04
OAK,61,48,0.56,4.5,475,429,0.546,2021-08-04
NYY,58,49,0.542,6.5,449,436,0.513,2021-08-04
SEA,58,51,0.532,7.5,463,512,0.454,2021-08-04
TOR,56,49,0.533,7.5,545,434,0.603,2021-08-04
LAA,54,54,0.5,11.0,504,541,0.468,2021-08-04
CLE,52,53,0.495,11.5,454,488,0.467,2021-08-04
DET,52,58,0.473,14.0,482,533,0.454,2021-08-04
KCR,46,60,0.434,18.0,438,528,0.415,2021-08-04
MIN,45,63,0.417,20.0,502,576,0.437,2021-08-04
TEX,39,69,0.361,26.0,413,533,0.385,2021-08-04
BAL,38,69,0.355,26.5,443,593,0.37,2021-08-04
SFG,69,40,0.633,--,534,407,0.622,2021-08-05
MIL,65,44,0.596,4.0,494,403,0.592,2021-08-05
LAD,65,44,0.596,4.0,567,403,0.651,2021-08-05
SDP,63,48,0.568,7.0,533,433,0.594,2021-08-05
CIN,58,51,0.532,11.0,539,536,0.503,2021-08-05
NYM,57,52,0.523,12.0,417,427,0.489,2021-08-05
PHI,56,53,0.514,13.0,506,518,0.489,2021-08-05
ATL,55,55,0.5,14.5,529,469,0.555,2021-08-05
STL,53,55,0.491,15.5,431,480,0.451,2021-08-05
CHC,52,58,0.473,17.5,465,503,0.464,2021-08-05
WSN,49,60,0.45,20.0,480,515,0.468,2021-08-05
COL,48,61,0.44,21.0,480,530,0.455,2021-08-05
MIA,47,63,0.427,22.5,432,431,0.501,2021-08-05
PIT,41,68,0.376,28.0,400,556,0.354,2021-08-05
ARI,34,76,0.309,35.5,454,629,0.355,2021-08-05
HOU,65,44,0.596,--,591,443,0.629,2021-08-05
TBR,65,44,0.596,--,539,434,0.598,2021-08-05
BOS,64,46,0.582,1.5,537,495,0.537,2021-08-05
CHW,63,46,0.578,2.0,533,424,0.603,2021-08-05
OAK,61,48,0.56,4.0,475,429,0.546,2021-08-05
NYY,59,49,0.546,5.5,454,439,0.515,2021-08-05
TOR,57,49,0.538,6.5,548,434,0.605,2021-08-05
SEA,58,52,0.527,7.5,466,517,0.453,2021-08-05
LAA,55,54,0.505,10.0,509,541,0.472,2021-08-05
CLE,52,54,0.491,11.5,454,491,0.464,2021-08-05
DET,53,58,0.477,13.0,490,534,0.461,2021-08-05
KCR,47,60,0.439,17.0,441,530,0.417,2021-08-05
MIN,46,63,0.422,19.0,507,579,0.44,2021-08-05
TEX,39,70,0.358,26.0,413,538,0.381,2021-08-05
BAL,38,69,0.355,26.0,443,593,0.37,2021-08-05
SFG,69,41,0.627,--,535,409,0.62,2021-08-06
MIL,66,44,0.6,3.0,496,404,0.593,2021-08-06
LAD,65,45,0.591,4.0,570,407,0.649,2021-08-06
SDP,63,49,0.563,7.0,538,441,0.59,2021-08-06
CIN,59,51,0.536,10.0,549,536,0.511,2021-08-06
PHI,57,53,0.518,12.0,510,520,0.491,2021-08-06
NYM,57,53,0.518,12.0,419,431,0.487,2021-08-06
ATL,56,55,0.505,13.5,537,473,0.558,2021-08-06
STL,54,55,0.495,14.5,435,482,0.453,2021-08-06
CHC,52,59,0.468,17.5,471,511,0.463,2021-08-06
COL,49,61,0.445,20.0,494,532,0.466,2021-08-06
WSN,49,61,0.445,20.0,484,523,0.465,2021-08-06
MIA,47,64,0.423,22.5,434,445,0.489,2021-08-06
PIT,41,69,0.373,28.0,400,566,0.346,2021-08-06
ARI,35,76,0.315,34.5,462,634,0.359,2021-08-06
TBR,66,44,0.6,--,549,440,0.6,2021-08-06
HOU,65,45,0.591,1.0,595,448,0.627,2021-08-06
CHW,64,46,0.582,2.0,541,430,0.604,2021-08-06
BOS,64,47,0.577,2.5,541,507,0.53,2021-08-06
OAK,62,48,0.564,4.0,479,430,0.549,2021-08-06
NYY,60,49,0.55,5.5,457,441,0.516,2021-08-06
TOR,58,49,0.542,6.5,560,438,0.611,2021-08-06
SEA,58,53,0.523,8.5,468,520,0.452,2021-08-06
LAA,56,54,0.509,10.0,513,544,0.473,2021-08-06
CLE,53,54,0.495,11.5,460,492,0.469,2021-08-06
DET,53,59,0.473,14.0,491,540,0.457,2021-08-06
KCR,47,61,0.435,18.0,443,534,0.415,2021-08-06
MIN,47,63,0.427,19.0,512,583,0.441,2021-08-06
TEX,39,71,0.355,27.0,414,542,0.379,2021-08-06
BAL,38,70,0.352,27.0,449,603,0.368,2021-08-06
SFG,70,41,0.631,--,544,415,0.621,2021-08-07
MIL,66,45,0.595,4.0,502,413,0.588,2021-08-07
LAD,66,45,0.595,4.0,575,410,0.65,2021-08-07
SDP,64,49,0.566,7.0,544,443,0.593,2021-08-07
CIN,60,51,0.541,10.0,560,539,0.517,2021-08-07
PHI,58,53,0.523,12.0,515,523,0.493,2021-08-07
NYM,57,54,0.514,13.0,422,436,0.485,2021-08-07
STL,55,55,0.5,14.5,440,484,0.457,2021-08-07
ATL,56,56,0.5,14.5,539,476,0.557,2021-08-07
CHC,52,60,0.464,18.5,471,515,0.459,2021-08-07
COL,50,61,0.45,20.0,501,536,0.469,2021-08-07
WSN,50,61,0.45,20.0,487,525,0.466,2021-08-07
MIA,47,65,0.42,23.5,438,452,0.486,2021-08-07
PIT,41,70,0.369,29.0,403,577,0.341,2021-08-07
ARI,35,77,0.313,35.5,464,640,0.357,2021-08-07
TBR,67,44,0.604,--,561,443,0.606,2021-08-07
HOU,66,45,0.595,1.0,599,448,0.63,2021-08-07
CHW,65,46,0.586,2.0,545,430,0.607,2021-08-07
BOS,65,48,0.575,3.0,543,509,0.53,2021-08-07
OAK,63,48,0.568,4.0,491,433,0.557,2021-08-07
NYY,61,49,0.555,5.5,462,445,0.517,2021-08-07
TOR,59,50,0.541,7.0,562,440,0.61,2021-08-07
SEA,58,54,0.518,9.5,472,525,0.451,2021-08-07
LAA,56,55,0.505,11.0,516,549,0.472,2021-08-07
CLE,53,55,0.491,12.5,461,494,0.468,2021-08-07
DET,54,59,0.478,14.0,493,541,0.458,2021-08-07
KCR,47,62,0.431,19.0,445,539,0.413,2021-08-07
MIN,47,64,0.423,20.0,512,587,0.438,2021-08-07
TEX,39,72,0.351,28.0,417,554,0.373,2021-08-07
BAL,38,71,0.349,28.0,452,615,0.363,2021-08-07
SFG,71,41,0.634,--,549,419,0.621,2021-08-08
LAD,67,45,0.598,4.0,583,412,0.654,2021-08-08
MIL,66,46,0.589,5.0,506,418,0.587,2021-08-08
SDP,65,49,0.57,7.0,546,443,0.594,2021-08-08
CIN,61,51,0.545,10.0,563,541,0.518,2021-08-08
PHI,59,53,0.527,12.0,518,523,0.496,2021-08-08
NYM,57,55,0.509,14.0,422,439,0.482,2021-08-08
ATL,57,56,0.504,14.5,544,480,0.557,2021-08-08
STL,55,56,0.495,15.5,445,490,0.456,2021-08-08
CHC,52,61,0.46,19.5,474,524,0.454,2021-08-08
COL,51,61,0.455,20.0,514,544,0.474,2021-08-08
WSN,50,62,0.446,21.0,491,530,0.465,2021-08-08
MIA,47,66,0.416,24.5,446,465,0.481,2021-08-08
PIT,41,71,0.366,30.0,405,580,0.341,2021-08-08
ARI,35,78,0.31,36.5,464,642,0.356,2021-08-08
TBR,68,44,0.607,--,570,449,0.607,2021-08-08
CHW,66,46,0.589,2.0,554,433,0.611,2021-08-08
HOU,66,46,0.589,2.0,604,455,0.627,2021-08-08
BOS,65,49,0.57,4.0,551,518,0.528,2021-08-08
OAK,64,48,0.571,4.0,497,436,0.56,2021-08-08
NYY,61,50,0.55,6.5,462,447,0.515,2021-08-08
TOR,60,50,0.545,7.0,571,448,0.609,2021-08-08
SEA,59,54,0.522,9.5,474,525,0.453,2021-08-08
LAA,56,56,0.5,12.0,518,557,0.467,2021-08-08
CLE,54,55,0.495,12.5,468,499,0.471,2021-08-08
DET,54,60,0.474,15.0,498,548,0.456,2021-08-08
KCR,48,62,0.436,19.0,451,544,0.415,2021-08-08
MIN,48,64,0.429,20.0,519,592,0.44,2021-08-08
TEX,39,73,0.348,29.0,420,560,0.371,2021-08-08
BAL,38,72,0.345,29.0,458,624,0.362,2021-08-08
SFG,71,41,0.634,--,549,419,0.621,2021-08-09
LAD,67,45,0.598,4.0,583,412,0.654,2021-08-09
MIL,66,46,0.589,5.0,506,418,0.587,2021-08-09
SDP,66,49,0.574,6.5,554,446,0.598,2021-08-09
CIN,61,52,0.54,10.5,566,550,0.513,2021-08-09
PHI,59,53,0.527,12.0,518,523,0.496,2021-08-09
NYM,57,55,0.509,14.0,422,439,0.482,2021-08-09
ATL,57,56,0.504,14.5,544,480,0.557,2021-08-09
STL,55,56,0.495,15.5,445,490,0.456,2021-08-09
CHC,52,61,0.46,19.5,474,524,0.454,2021-08-09
COL,51,61,0.455,20.0,514,544,0.474,2021-08-09
